"serial" "s1gender" "ethsfr" "famsec" "s1pared" "s1expel" "s1truan" "s1weight" "s1peta2" "gcsepts" "graddsci" "satdsci" "gradfren" "satfren" "gradit" "satit" "gradphys" "satphys" "gradchem" "satchem" "gradbiol" "satbiol" "gradmath" "satmath" "gradeng" "sateng" "pcschtype"
"101" 21758 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 71 "Fail" "No" "A*" "Yes" NA "No" "B" "Yes" "A" "Yes" "A*" "Yes" "A" "Yes" "A*" "Yes" "Independent"
"102" 21766 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 70.5 "A" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "Independent"
"103" 21774 "Female" "Pakistani" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 72 "Fail" "No" "A*" "Yes" NA "No" "A" "Yes" "A*" "Yes" "A*" "Yes" "A*" "Yes" "B" "Yes" "Independent"
"104" 21782 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 52 "Fail" "No" "C" "Yes" NA "No" "C" "Yes" "C" "Yes" "C" "Yes" "B" "Yes" "B" "Yes" "Independent"
"105" 21790 "Female" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 62 "B" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Independent"
"106" 21808 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 75 "Fail" "No" "A*" "Yes" NA "No" "A*" "Yes" "A*" "Yes" "A*" "Yes" "A*" "Yes" "A*" "Yes" "Independent"
"107" 21840 "Male" "Pakistani" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.551846689000333 "5+ A*-C" 56 "Fail" "No" "C" "Yes" NA "No" "B" "Yes" "B" "Yes" "B" "Yes" "B" "Yes" "A" "Yes" "Independent"
"108" 21857 "Male" "Indian" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 51 "Fail" "No" "C" "Yes" NA "No" "C" "Yes" "D" "Yes" "C" "Yes" "B" "Yes" "A" "Yes" "Independent"
"109" 21873 "Female" "Other ethnic group(inc mixed)" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 55 "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Independent"
"110" 21907 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 60 "Fail" "No" "A" "Yes" "A" "Yes" NA "No" NA "No" "A" "Yes" "A" "Yes" "A*" "Yes" "Independent"
"111" 21915 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 57 "Fail" "No" "A" "Yes" NA "No" "A" "Yes" NA "No" "A" "Yes" "A" "Yes" "A" "Yes" "Independent"
"112" 21923 "Female" "White" "Semi routine and routine occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 56 "Fail" "No" "B" "Yes" "A*" "Yes" NA "No" NA "No" "B" "Yes" "A" "Yes" "A" "Yes" "Independent"
"113" 21931 "Male" "White" "Lower supervisory occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 59 "Fail" "No" "A" "Yes" "A*" "Yes" NA "No" "A" "Yes" NA "No" "A" "Yes" "A*" "Yes" "Independent"
"114" 21956 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 53 "Fail" "No" "B" "Yes" NA "No" NA "No" "C" "Yes" NA "No" "B" "Yes" "A*" "Yes" "Independent"
"115" 21964 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 75 "A*" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "A*" "Yes" "A*" "Yes" "Independent"
"116" 21972 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 74 "A*" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "A*" "Yes" "Independent"
"117" 22020 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 73 "A*" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "A*" "Yes" "A" "Yes" "Independent"
"118" 22046 "Male" "Other Asian (inc Chinese)" "Large employers and higher professionals" "At least one parent with degree" "Suspended" "Persistant truancy" 0.551846689000333 "5+ A*-C" 56 "Fail" "No" "B" "Yes" "D" "Yes" "B" "Yes" "A" "Yes" "B" "Yes" "A" "Yes" "B" "Yes" "Independent"
"119" 22061 "Male" "Indian" "Lower supervisory occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 71 "A" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "A*" "Yes" "A" "Yes" "Independent"
"120" 22079 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 62 "A" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Independent"
"121" 22095 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 69 "Fail" "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "A" "Yes" "A*" "Yes" "B" "Yes" "Independent"
"122" 22103 "Female" "Pakistani" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 55.5 "Fail" "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "C" "Yes" "B" "Yes" "B" "Yes" "Independent"
"123" 22129 "Female" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "Occasional truancy" 0.536701133289513 "5+ A*-C" 51.5 "Fail" "No" "A" "Yes" NA "No" "C" "Yes" "B" "Yes" "C" "Yes" "C" "Yes" "B" "Yes" "Independent"
"124" 22137 "Female" "Other Asian (inc Chinese)" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 74 "Fail" "No" "A*" "Yes" NA "No" "A*" "Yes" "A*" "Yes" "A*" "Yes" "A" "Yes" "A" "Yes" "Independent"
"125" 22145 "Female" "Black" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 65 "Fail" "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "A" "Yes" "A" "Yes" "B" "Yes" "Independent"
"126" 22160 "Female" "Pakistani" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 58.5 "Fail" "No" "B" "Yes" NA "No" "B" "Yes" "C" "Yes" "B" "Yes" "B" "Yes" "B" "Yes" "Independent"
"127" 22178 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 49.5 "Fail" "No" "C" "Yes" NA "No" "C" "Yes" "C" "Yes" "C" "Yes" "C" "Yes" "B" "Yes" "Independent"
"128" 22186 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 64.5 "Fail" "No" "A*" "Yes" NA "No" "B" "Yes" "A" "Yes" "B" "Yes" "A" "Yes" "A" "Yes" "Independent"
"129" 22202 "Male" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 55 "B" "Yes" "C" "Yes" "B" "Yes" NA "No" NA "No" NA "No" "B" "Yes" "C" "Yes" "Independent"
"130" 22210 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 0.536701133289513 "5+ A*-C" 56.5 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Independent"
"131" 22236 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.536701133289513 "5+ A*-C" 64 "A" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Independent"
"132" 22244 "Female" "Other ethnic group(inc mixed)" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.536701133289513 "5+ A*-C" 66 "Fail" "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "B" "Yes" "A" "Yes" "Independent"
"133" 22293 "Male" "Pakistani" "Intermediate occupations" "Neither parent with A-level" "Suspended" "No truancy" 1.09751230816243 "5+ A*-C" 33 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Independent"
"134" 22319 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 70 "A*" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "A*" "Yes" "A" "Yes" "Independent"
"135" 22335 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 52 "C" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Independent"
"136" 22343 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 55 "A" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Independent"
"137" 22368 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.536701133289513 "5+ A*-C" 49 "Fail" "No" "C" "Yes" NA "No" "C" "Yes" "B" "Yes" "B" "Yes" "B" "Yes" "C" "Yes" "Independent"
"138" 22376 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 61 "A" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Independent"
"139" 22418 "Male" "Black" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 61 "B" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Independent"
"140" 22426 "Male" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "Occasional truancy" 0.551846689000333 "5+ A*-C" 49 "C" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Independent"
"141" 22434 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 65 "Fail" "No" "A*" "Yes" NA "No" "B" "Yes" "A" "Yes" "A" "Yes" "A" "Yes" "A" "Yes" "Independent"
"142" 22442 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.536701133289513 "5+ A*-C" 74 "B" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "Independent"
"143" 22459 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 61 "A" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Independent"
"144" 22467 "Male" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 64 "A" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "Independent"
"145" 22491 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Suspended" "No truancy" 2.2260242776145 "5+ D-G" 18 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Independent"
"146" 22509 "Female" "White" "Semi routine and routine occupations" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.943299935868168 "5+ A*-C" 48.5 "Fail" "No" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "A" "Yes" "Independent"
"147" 22525 "Male" "Pakistani" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.09751230816243 "5+ A*-C" 30 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Independent"
"148" 22533 "Female" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 56 "B" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Independent"
"149" 22541 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 69 "Fail" "No" "A*" "Yes" NA "No" "A*" "Yes" "A*" "Yes" "A*" "Yes" "A*" "Yes" "A" "Yes" "Independent"
"150" 22558 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 58 "B" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A" "Yes" "Independent"
"151" 22566 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 57 "A" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Independent"
"152" 22608 "Male" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 55 "Fail" "No" "B" "Yes" NA "No" "A" "Yes" "B" "Yes" "B" "Yes" "B" "Yes" "B" "Yes" "Independent"
"153" 22616 "Male" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 57 "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "Independent"
"154" 22640 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 2.37513896007348 "5+ D-G" 26 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "D" "Yes" "Independent"
"155" 22657 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 63.5 "A" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Independent"
"156" 22665 "Male" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 1.09751230816243 "5+ A*-C" 50 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Independent"
"157" 22707 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 74 "A*" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "A*" "Yes" "A" "Yes" "Independent"
"158" 22723 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.09751230816243 "5+ A*-C" 51 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Independent"
"159" 22731 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.09751230816243 "5+ A*-C" 45.5 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "D" "Yes" "Independent"
"160" 22756 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 0.551846689000333 "5+ A*-C" 58 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Independent"
"161" 22780 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 2.37513896007348 "5+ D-G" 18 "F" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "E" "Yes" "Independent"
"162" 22798 "Female" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 62 "A" "Yes" "A" "Yes" "A" "Yes" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Independent"
"163" 22806 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 79 "Fail" "No" "A*" "Yes" NA "No" "A*" "Yes" "A*" "Yes" "A*" "Yes" "A*" "Yes" "A*" "Yes" "Independent"
"164" 22814 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 51 "Fail" "No" "A" "Yes" NA "No" "D" "Yes" NA "No" NA "No" "C" "Yes" "B" "Yes" "Independent"
"165" 22822 "Female" "Other ethnic group(inc mixed)" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.536701133289513 "5+ A*-C" 56 "Fail" "No" "A" "Yes" NA "No" NA "No" "C" "Yes" "B" "Yes" "B" "Yes" "A" "Yes" "Independent"
"166" 22830 "Female" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.536701133289513 "5+ A*-C" 74 "Fail" "No" "A" "Yes" NA "No" NA "No" "A*" "Yes" "A*" "Yes" "A" "Yes" "A" "Yes" "Independent"
"167" 22863 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.536701133289513 "5+ A*-C" 55 "Fail" "No" "C" "Yes" NA "No" "C" "Yes" "C" "Yes" "C" "Yes" "A" "Yes" "B" "Yes" "Independent"
"168" 22871 "Female" NA "Other" "Neither parent with A-level" NA NA 0.536701133289513 "5+ A*-C" 68 "Fail" "No" "A" "Yes" NA "No" "B" "Yes" "B" "Yes" NA "No" "A*" "Yes" "B" "Yes" "Independent"
"169" 22905 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 77 "Fail" "No" "A*" "Yes" NA "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "A" "Yes" "Independent"
"170" 22913 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 57 "Fail" "No" "D" "Yes" NA "No" "C" "Yes" NA "No" "C" "Yes" "B" "Yes" "B" "Yes" "Independent"
"171" 22996 "Male" "Other Asian (inc Chinese)" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.09751230816243 "5+ A*-C" 41 "D" "Yes" "D" "Yes" "C" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Independent"
"172" 23010 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 54 "B" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Independent"
"173" 23028 "Male" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.09751230816243 "5+ A*-C" 40 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Independent"
"174" 23044 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 68 "A*" "Yes" "A*" "Yes" "A" "Yes" NA "No" NA "No" NA "No" "A*" "Yes" "A" "Yes" "Independent"
"175" 23051 "Female" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.536701133289513 "5+ A*-C" 55 "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Independent"
"176" 23069 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 55 "C" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Independent"
"177" 23077 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.551846689000333 "5+ A*-C" 58 "A" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Independent"
