WaterbodyName,Years,SampleDate,Alkalinity-total (as CaCO3),Ammonia-Total (as N),BOD - 5 days (Total),Chloride,Conductivity @25°C,Dissolved Oxygen,ortho-Phosphate (as P) - unspecified,pH,Temperature,Total Hardness (as CaCO3),True Colour,CCME_Values,CCME_WQI,WAWQI_Values,WAWQI,Horton_values,Horton WQI,Brown_values,Brown WQI,SRDD_values,SRDD WQI
ASKANAGAP STREAM_010,2008,Apr,17.0,0.0,0.8,9.8,356.0,56.3,0.004,6.46,11.3,23.0,10.0,81.65172585325547,Good,96.31583629912807,Excellent,57.621818181818185,Fair,97.5111056,Excellent,91.489290694656,Excellent
ASKANAGAP STREAM_010,2008,Apr,15.0,0.005,1.3,9.9,356.0,55.73,0.013,7.74,8.3,27.0,20.0,81.78815668473474,Good,79.73964037901672,Unsuitable,57.70727272727272,Fair,97.62770415,Excellent,91.378001367024,Excellent
ASKANAGAP STREAM_010,2008,Jun,15.0,0.002,1.3,18.6,356.0,54.87,0.007,7.14,10.7,26.0,15.0,81.99562754611149,Good,90.59813060141413,Excellent,57.96727272727273,Fair,97.56021646,Excellent,91.2173121264,Excellent
ASKANAGAP STREAM_010,2008,Jul,26.0,0.017,1.2,18.6,356.0,55.25,0.01,6.97,12.3,22.8,45.0,77.25186870859385,Fair,84.70678132656491,Excellent,59.04363636363637,Fair,96.70441411,Excellent,90.30272996606399,Excellent
ASKANAGAP STREAM_010,2008,Jul,21.0,0.011,1.9,18.6,356.0,54.4,0.01,7.21,14.1,26.0,60.0,76.27618923779144,Fair,84.49729568936051,Excellent,58.367272727272734,Fair,97.07671213,Excellent,90.241298772336,Excellent
ASKANAGAP STREAM_010,2008,Sep,19.0,0.016,2.8,18.6,356.0,54.575,0.008,6.66,10.6,21.0,45.0,77.38307515672308,Fair,88.22686390029037,Excellent,58.049090909090914,Fair,97.23002388,Excellent,90.705513673404,Excellent
ASKANAGAP STREAM_010,2008,Oct,17.0,0.0,0.9,18.6,356.0,54.87,0.007,6.6,10.3,33.0,40.0,77.71795229680663,Fair,90.47350289611181,Excellent,57.95272727272727,Fair,97.3916172,Excellent,90.804453202944,Excellent
ASKANAGAP STREAM_010,2009,Jan,23.0,0.0,1.3,18.6,356.0,54.285,0.008,6.87,5.2,22.0,10.0,82.13788290499562,Good,88.90916150806649,Excellent,58.38363636363636,Fair,96.9691816,Excellent,91.255240220284,Excellent
ASKANAGAP STREAM_010,2009,Mar,16.0,0.008,1.5,18.6,356.0,56.675,0.0,7.12,4.8,40.0,25.0,78.56301336725447,Fair,103.0252376813909,Unsuitable,58.70727272727272,Fair,97.38567984,Excellent,90.799054710364,Excellent
ASKANAGAP STREAM_010,2009,May,19.0,0.004,1.0,18.6,356.0,55.155,0.005,7.43,10.1,31.0,20.0,81.92665486381102,Good,94.05931167244415,Excellent,58.540000000000006,Fair,97.22663772,Excellent,90.862571338876,Excellent
ASKANAGAP STREAM_010,2009,Jul,20.0,0.008,0.8,18.6,356.0,54.075,0.012,6.99,13.6,24.0,50.0,77.09255767693917,Fair,81.15579425360056,Excellent,58.07818181818183,Fair,97.20112884,Excellent,90.63296024415601,Excellent
ASKANAGAP STREAM_010,2009,Sep,14.0,0.002,1.0,18.6,356.0,54.51,0.005,6.56,11.4,26.0,25.0,79.01083427837719,Fair,94.1484012891269,Excellent,57.53454545454545,Fair,97.65707826,Excellent,91.248319111024,Excellent
ASKANAGAP STREAM_010,2010,Mar,12.0,0.004,1.3,18.6,356.0,55.705,0.006,6.87,5.4,20.0,7.5,81.79416012378101,Good,92.5572540200069,Excellent,57.900000000000006,Fair,97.80853812,Excellent,91.677086577084,Excellent
ASKANAGAP STREAM_010,2010,May,17.0,0.006,1.1,18.6,356.0,55.91,0.0,6.94,9.2,20.0,15.0,81.74498068971056,Good,103.15857753103808,Unsuitable,58.45454545454545,Fair,97.41915678,Excellent,91.210719932416,Excellent
ASKANAGAP STREAM_010,2010,Jul,17.0,0.004,0.7,18.6,356.0,53.495,0.0,6.78,13.6,20.0,10.0,82.33144762842737,Good,103.09079016159747,Unsuitable,57.51818181818182,Fair,97.46951332,Excellent,91.422728024796,Excellent
ASKANAGAP STREAM_010,2010,Sep,18.0,0.004,0.7,18.6,356.0,55.14,0.002,6.91,10.2,21.0,7.5,81.93027961100532,Good,99.66517264743987,Excellent,58.25454545454546,Fair,97.36092192,Excellent,91.319528442304,Excellent
ASKANAGAP STREAM_010,2010,Nov,14.0,0.008,1.6,18.6,356.0,55.36,0.011,6.58,8.0,16.0,45.0,77.23056040029806,Fair,83.15213479708748,Excellent,57.85090909090909,Fair,97.66670924,Excellent,91.163030928384,Excellent
ASKANAGAP STREAM_010,2011,Jan,15.0,0.008,1.3,18.6,356.0,56.2,0.003,6.68,6.0,20.0,20.0,81.67559917223502,Good,97.77857998809056,Excellent,58.283636363636376,Fair,97.56630824,Excellent,91.33839783639999,Excellent
ASKANAGAP STREAM_010,2011,Mar,16.0,0.01,1.4,18.6,356.0,53.7,0.004,6.67,4.8,21.0,10.0,82.28105708148976,Good,95.8560340297497,Excellent,57.46181818181819,Fair,97.5191507,Excellent,91.687088563056,Excellent
ASKANAGAP STREAM_010,2011,May,19.0,0.017,0.7,18.6,356.0,54.815,0.003,6.89,9.2,21.0,10.0,82.00896299749527,Good,97.59695064057749,Excellent,58.22,Fair,97.27834191,Excellent,91.313906060476,Excellent
ASKANAGAP STREAM_010,2011,Jul,17.0,0.013,0.4,18.6,356.0,55.115,0.003,7.14,12.6,21.0,30.0,78.47297016106386,Fair,97.43483469026405,Excellent,58.23818181818182,Fair,97.43719079,Excellent,91.01817081909999,Excellent
ASKANAGAP STREAM_010,2011,Sep,22.0,0.004,1.2,18.6,356.0,53.45,0.008,7.05,11.4,18.0,40.0,78.00064195723817,Fair,88.39933980202933,Excellent,58.05454545454547,Fair,97.07399372,Excellent,90.872882283456,Excellent
ASKANAGAP STREAM_010,2011,Nov,20.0,0.009,0.8,18.6,356.0,55.965,0.006,6.83,10.9,20.0,30.0,78.29995493945376,Fair,92.26404140592514,Excellent,58.70727272727274,Fair,97.19067647,Excellent,90.858653346844,Excellent
ASKANAGAP STREAM_010,2012,Jan,18.0,0.006,0.7,18.6,356.0,56.31,0.003,6.76,9.0,21.0,15.0,81.64933996734788,Good,97.8885718336231,Excellent,58.625454545454545,Fair,97.34273298,Excellent,91.164505328064,Excellent
ASKANAGAP STREAM_010,2012,Mar,19.0,0.006,0.6,18.6,356.0,55.855,0.008,6.71,7.9,20.0,25.0,78.73169668704699,Fair,88.82749073783037,Excellent,58.53272727272727,Fair,97.27919878,Excellent,91.117776146364,Excellent
ASKANAGAP STREAM_010,2012,May,14.0,0.007,0.6,18.6,356.0,53.345,0.003,6.27,8.5,14.0,20.0,82.3683907908997,Good,97.66243712575681,Excellent,57.00545454545455,Fair,97.73696621,Excellent,91.804502122716,Excellent
ASKANAGAP STREAM_010,2012,Jul,17.0,0.011,0.6,18.6,356.0,54.665,0.001,6.58,11.5,20.0,35.0,78.15839585129756,Fair,101.04416925913462,Unsuitable,57.870909090909095,Fair,97.45065753,Excellent,91.1067813775,Excellent
ASKANAGAP STREAM_010,2012,Sep,16.0,0.019,0.3,18.6,356.0,54.1,0.005,6.45,13.6,21.0,25.0,79.09652786828676,Fair,93.86098411499917,Excellent,57.527272727272724,Fair,97.53510057,Excellent,91.280570574576,Excellent
ASKANAGAP STREAM_010,2012,Nov,15.0,0.01,0.6,18.6,356.0,55.65,0.006,6.17,10.5,22.0,15.0,81.80737351006198,Good,92.52048086570386,Excellent,57.89818181818182,Fair,97.5868251,Excellent,91.376803305216,Excellent
ASKANAGAP STREAM_010,2013,Jan,19.0,0.005,0.5,18.6,356.0,54.6,0.005,6.52,5.6,23.0,15.0,82.0611700393404,Good,94.24767716152643,Excellent,58.00727272727273,Fair,97.29158575,Excellent,91.4270502384,Excellent
ASKANAGAP STREAM_010,2013,Mar,27.0,0.014,0.4,18.6,356.0,53.61,0.006,6.49,7.4,25.0,17.0,82.30316577225818,Good,92.2036163189425,Excellent,58.36363636363637,Fair,96.67146722,Excellent,91.041855223744,Excellent
ASKANAGAP STREAM_010,2013,May,15.0,0.016,0.5,18.6,356.0,56.355,0.006,7.25,7.4,20.0,18.0,81.63860673238484,Good,92.2433964397936,Excellent,58.54727272727273,Fair,97.57241888,Excellent,91.3055811231,Excellent
ASKANAGAP STREAM_010,2013,Jul,22.0,0.017,1.3,18.6,356.0,54.0,0.003,6.18,11.8,23.0,47.0,77.3392534701534,Fair,97.21951891844992,Excellent,57.938181818181825,Fair,97.03991051,Excellent,90.707452536576,Excellent
ASKANAGAP STREAM_010,2013,Sep,14.0,0.03,0.7,18.6,356.0,53.98,0.001,6.57,11.4,23.0,25.0,79.12166197918442,Fair,100.75615190171733,Unsuitable,57.345454545454544,Fair,97.6644949,Excellent,91.381266250176,Excellent
ASKANAGAP STREAM_010,2013,Nov,13.0,0.004,0.58,18.6,356.0,55.18,0.003,6.13,9.2,19.0,19.0,81.92061494889006,Good,97.90851425410735,Excellent,57.53090909090909,Fair,97.76871492,Excellent,91.577513768896,Excellent
ASKANAGAP STREAM_010,2014,Jan,15.0,0.006,0.38,18.6,356.0,56.15,0.007,6.09,7.3,22.0,8.0,81.68754569655133,Good,90.95419461510473,Excellent,58.050909090909094,Fair,97.58907338,Excellent,91.546164627696,Excellent
ASKANAGAP STREAM_010,2014,Mar,14.0,0.024,0.38,18.6,356.0,54.505,0.004,6.23,7.0,26.0,0.0,82.08427765926,Good,95.91205951497841,Excellent,57.41272727272727,Fair,97.66010672,Excellent,91.7811710775,Excellent
ASKANAGAP STREAM_010,2014,May,18.0,0.008,0.6,18.6,356.0,51.83,0.004,6.22,9.3,24.0,41.0,78.24626644405836,Fair,95.50437384398599,Excellent,56.800000000000004,Fair,97.40564184,Excellent,91.33623160881601,Excellent
ASKANAGAP STREAM_010,2014,Jul,20.0,0.005,0.4,18.6,356.0,51.5,0.005,6.18,11.8,21.0,12.0,82.8278048074922,Good,94.08326582097654,Excellent,56.84727272727273,Fair,97.27556755,Excellent,91.6031028924,Excellent
ASKANAGAP STREAM_010,2014,Nov,17.0,0.014,0.6,18.6,356.0,54.395,0.004,6.04,8.6,20.0,33.0,78.37511634821828,Fair,95.73819475934623,Excellent,57.57636363636364,Fair,97.45800422,Excellent,91.31972878709999,Excellent
ASKANAGAP STREAM_010,2015,Jan,16.0,0.004,0.7,18.6,356.0,55.275,0.004,6.34,6.7,20.0,55.0,76.485517757053,Fair,95.68623376259862,Excellent,57.91454545454546,Fair,97.52468612,Excellent,91.0392570975,Excellent
ASKANAGAP STREAM_010,2015,Mar,14.0,0.008,0.8,18.6,356.0,56.145,0.003,6.36,4.9,18.0,17.0,81.68874071089908,Good,97.89094932283008,Excellent,58.05636363636365,Fair,97.66985544,Excellent,91.5771771159,Excellent
ASKANAGAP STREAM_010,2015,Apr,14.0,0.004,0.6,18.6,356.0,55.42,0.006,6.26,6.1,16.0,22.0,79.07141776420868,Fair,92.51698631001112,Excellent,57.75636363636363,Fair,97.69862092,Excellent,91.615871272704,Excellent
ASKANAGAP STREAM_010,2015,Jun,16.0,0.028,1.0,18.6,356.0,53.91,0.013,5.91,13.4,22.0,29.0,78.80300677147278,Fair,79.42880928866907,Unsuitable,57.26181818181818,Fair,97.51324264,Excellent,91.23721596,Excellent
ASKANAGAP STREAM_010,2015,Sep,20.0,0.009,0.6,18.6,356.0,55.385,0.004,6.16,10.7,19.0,25.0,78.82889328436794,Fair,95.97614993952747,Excellent,58.25272727272727,Fair,97.21590727,Excellent,91.0972359375,Excellent
ASKANAGAP STREAM_010,2015,Oct,17.0,0.014,1.5,18.6,356.0,54.31,0.0,7.03,11.0,20.0,47.0,77.27901814465098,Fair,102.48748373021279,Unsuitable,57.905454545454546,Fair,97.42629422,Excellent,90.889333881456,Excellent
ASKANAGAP STREAM_010,2016,Jan,127.0,0.033,1.2,10.4,83.0,54.8,0.019,6.5,7.3,21.0,18.0,82.01260134052976,Good,68.70664365546631,Good,42.32727272727273,Moderate,88.94168079,Good,92.843583178096,Excellent
ASKANAGAP STREAM_010,2016,Mar,127.0,0.033,1.2,10.3,81.0,54.6,0.019,6.4,9.0,21.0,11.0,82.0611700393404,Good,68.78550166861766,Good,42.02727272727273,Moderate,88.94656679,Good,92.938501606896,Excellent
ASKANAGAP STREAM_010,2016,May,127.0,0.033,1.2,10.2,85.0,56.75,0.019,6.8,9.9,24.0,20.0,81.5446207370444,Good,68.79057755271168,Good,43.309090909090905,Moderate,88.89719479,Good,92.431734901696,Excellent
ASKANAGAP STREAM_010,2016,Jul,127.0,0.033,1.2,10.4,79.0,55.45,0.019,6.7,11.7,21.0,16.0,81.85548971871631,Good,68.7433596674623,Good,42.27272727272728,Moderate,88.92891879,Good,92.727010864896,Excellent
ASKANAGAP STREAM_010,2016,Sep,127.0,0.033,1.2,10.2,68.0,54.15,0.019,6.4,13.2,21.0,81.0,74.82156160816001,Fair,67.96390500161075,Good,40.67272727272727,Moderate,88.95397079,Good,92.372195624896,Excellent
ASKANAGAP STREAM_010,2017,Feb,127.0,0.033,1.2,10.9,82.0,54.95,0.019,7.0,6.9,22.0,11.0,81.97624493641494,Good,68.7036536763541,Good,42.51818181818182,Moderate,88.92486079,Good,92.858021687296,Excellent
ASKANAGAP STREAM_010,2017,Mar,127.0,0.033,1.2,10.8,82.0,60.8,0.019,6.8,8.8,22.0,13.0,80.60417594584203,Good,69.21206039864894,Good,44.56363636363636,Moderate,88.83654879,Good,92.221769053296,Excellent
ASKANAGAP STREAM_010,2017,May,127.0,0.033,1.2,10.5,86.0,57.3,0.04,7.1,10.1,21.0,11.0,81.41443334850152,Good,31.393423990348595,Moderate,43.736363636363635,Moderate,88.89379299,Good,92.456649861744,Excellent
ASKANAGAP STREAM_010,2017,Jul,127.0,0.024,1.2,10.0,82.0,55.3,0.019,7.1,12.5,22.0,18.0,81.89164649326054,Good,68.79311958489338,Good,42.599999999999994,Moderate,88.93421452,Good,92.58723143040001,Excellent
ASKANAGAP STREAM_010,2017,Sep,127.0,0.033,1.2,9.33,73.0,55.75,0.019,7.0,13.3,19.0,42.0,77.3879495571824,Fair,68.42155338412714,Good,41.84818181818182,Moderate,88.94121059,Good,92.53165112241601,Excellent
ASKANAGAP STREAM_010,2018,Feb,127.0,0.033,1.2,11.5,77.0,57.55,0.019,7.0,4.8,20.0,36.0,77.50525480918941,Fair,68.6463035186529,Good,43.06363636363636,Moderate,88.88693679,Good,92.523887874496,Excellent
ASKANAGAP STREAM_010,2018,Mar,127.0,0.033,1.2,11.0,94.0,58.6,0.019,7.0,5.1,24.0,10.0,81.10983369567046,Good,69.0240169325579,Good,44.945454545454545,Moderate,88.85864079,Good,92.271889117296,Excellent
ASKANAGAP STREAM_010,2018,May,127.0,0.033,1.2,10.4,81.0,57.4,0.019,6.9,9.3,23.0,19.0,81.39084751902887,Good,68.83852196104533,Good,43.23636363636364,Moderate,88.88837679,Good,92.486107642096,Excellent
ASKANAGAP STREAM_010,2018,Jul,127.0,0.033,1.2,11.2,152.0,60.6,0.019,7.2,14.7,27.0,7.0,80.64964154894597,Good,69.18030302158377,Good,51.03636363636363,Fair,88.80893279,Good,90.307064230896,Excellent
ASKANAGAP STREAM_010,2018,Oct,127.0,0.033,1.2,11.5,93.0,58.3,0.003,6.9,7.3,21.0,26.0,78.15133983408258,Fair,97.39992417000099,Excellent,44.75454545454546,Moderate,88.87276359,Good,92.1161468476,Excellent
ASKANAGAP STREAM_010,2019,Feb,127.0,0.033,1.2,10.4,87.0,57.35,0.019,6.9,6.0,23.0,16.0,81.40263718716226,Good,68.86990087266646,Good,43.763636363636365,Moderate,88.88968279,Good,92.500902551296,Excellent
ASKANAGAP STREAM_010,2019,Mar,127.0,0.033,1.2,10.6,86.0,57.4,0.019,7.0,5.5,25.0,27.0,78.25233837909025,Fair,68.73275792306893,Good,43.74545454545454,Moderate,88.87722479,Good,92.363907830896,Excellent
ASKANAGAP STREAM_010,2019,May,127.0,0.033,1.2,9.66,82.0,59.8,0.019,6.9,7.9,22.0,15.0,80.83250556435026,Good,69.08707978384629,Good,44.13272727272727,Moderate,88.86352439,Good,92.357495517936,Excellent
ASKANAGAP STREAM_010,2019,Jul,127.0,0.033,1.5,10.2,89.0,59.9,0.019,7.0,11.5,22.0,13.0,80.80955959534825,Good,69.08295167183488,Good,44.89090909090908,Moderate,88.84684179,Good,92.039431183296,Excellent
ASKANAGAP STREAM_010,2019,Oct,127.0,0.033,1.2,10.4,84.0,56.85,0.019,6.9,9.2,24.0,31.0,78.04073414923391,Fair,68.65802338171564,Good,43.30909090909091,Moderate,88.89263079,Good,92.329049956096,Excellent
ASKANAGAP STREAM_010,2020,Mar,127.0,0.033,1.2,10.7,85.0,59.65,0.019,6.9,5.4,17.0,13.0,80.86697182737373,Good,69.09891436574237,Good,44.445454545454545,Moderate,88.87668879,Good,92.459220381696,Excellent
ASKANAGAP STREAM_010,2020,Jun,127.0,0.033,1.2,10.6,92.0,56.9,0.019,7.1,9.0,30.0,14.0,81.50903684069269,Good,68.81358172375755,Good,44.14545454545454,Moderate,88.86187279,Good,92.215074138096,Excellent
ASKANAGAP STREAM_010,2020,Sep,127.0,0.033,1.2,9.9,83.0,57.5,0.019,7.1,8.5,22.0,20.0,81.36728764746232,Good,68.79885797720664,Good,43.48181818181818,Moderate,88.89469479,Good,92.460867920496,Excellent
ASKANAGAP STREAM_010,2020,Oct,127.0,0.033,1.2,9.41,76.0,56.5,0.019,7.0,7.7,19.0,23.0,78.76370970881439,Fair,68.70075069177558,Good,42.40090909090909,Moderate,88.92957739,Good,92.778913164736,Excellent
ASKANAGAP STREAM_010,2021,Mar,127.0,0.033,1.2,10.5,84.0,59.05,0.019,7.0,6.0,25.0,16.0,81.00540656431079,Good,68.9946586049437,Good,44.154545454545456,Moderate,88.85254479,Good,92.352297359296,Excellent
ASKANAGAP STREAM_010,2021,Apr,127.0,0.033,1.2,10.5,85.0,59.65,0.019,7.1,5.6,25.0,12.0,80.86697182737373,Good,69.07146120205955,Good,44.5,Moderate,88.84230079,Good,92.317967364096,Excellent
ASKANAGAP STREAM_010,2021,Jun,127.0,0.033,1.2,10.2,86.0,57.9,0.019,7.2,9.8,25.0,23.0,78.47603440367016,Fair,68.77907491084645,Good,43.96363636363636,Moderate,88.87110879,Good,92.208376342896,Excellent
ASKANAGAP STREAM_010,2021,Aug,127.0,0.033,1.2,10.2,80.0,57.95,0.019,7.2,9.4,23.0,11.0,81.26158865206784,Good,68.91785566902223,Good,43.43636363636364,Moderate,88.87903478999999,Good,92.515135720896,Excellent
ASKANAGAP STREAM_010,2021,Oct,127.0,0.043,1.2,10.7,80.0,57.9,0.019,7.1,9.2,21.0,9.0,81.27330714185622,Good,68.77657472293745,Good,43.42727272727272,Moderate,88.87630709,Good,92.57400439537601,Excellent
ASKANAGAP STREAM_010,2022,Mar,127.0,0.033,1.2,11.4,84.0,58.05,0.019,7.0,8.8,36.0,40.0,77.09736829979008,Fair,68.63916898812572,Good,43.872727272727275,Moderate,88.81047079,Good,91.873805980096,Excellent
ASKANAGAP STREAM_010,2022,Apr,127.0,0.033,1.2,11.2,84.0,58.0,0.019,7.1,9.1,27.0,21.0,78.61945713301316,Fair,68.82893526474598,Good,43.87272727272727,Moderate,88.85125679,Good,92.23180602609601,Excellent
ASKANAGAP STREAM_010,2022,Jun,127.0,0.033,1.2,10.4,86.0,56.45,0.019,7.1,12.4,23.0,9.0,81.61596514447886,Good,68.82991269064756,Good,43.41818181818182,Moderate,88.90071879,Good,92.458121922496,Excellent
ASKANAGAP STREAM_010,2022,Sep,127.0,0.033,1.2,9.51,73.0,57.6,0.019,7.0,11.7,17.0,9.0,81.34375370392772,Good,68.947441610447,Good,42.53727272727272,Moderate,88.91938739,Good,92.787509670336,Excellent
ASKANAGAP STREAM_010,2022,Oct,127.0,0.033,1.2,10.1,78.0,56.5,0.019,6.9,8.1,22.0,16.0,81.60405803225237,Good,68.79695952443792,Good,42.60909090909092,Moderate,88.91011479,Good,92.737255277296,Excellent
ASKANAGAP STREAM_010,2023,Mar,127.0,0.033,1.2,9.53,73.0,56.25,0.019,6.9,9.7,19.0,20.0,81.66365922567783,Good,68.73056891537504,Good,42.01181818181818,Moderate,88.93283059,Good,92.841014805616,Excellent
AVONMORE_040,2007,Jan,10.0,0.023,1.2,8.3,356.0,55.2,0.004,5.67,8.2,12.0,90.0,74.03857783350472,Fair,95.05450510286808,Excellent,56.16181818181818,Fair,98.11636109,Excellent,91.397698710976,Excellent
AVONMORE_040,2007,Mar,15.0,0.018,1.4,9.4,356.0,57.2,0.009,6.26,5.6,12.0,90.0,73.7118472190329,Fair,86.26857505192055,Excellent,57.658181818181816,Fair,97.67742314,Excellent,90.918407909376,Excellent
AVONMORE_040,2007,Apr,20.0,0.009,1.2,12.6,356.0,56.8,0.006,6.85,9.3,12.0,45.0,76.95351057669222,Fair,92.14776789612533,Excellent,58.47272727272727,Fair,97.26637347,Excellent,90.968436374464,Excellent
AVONMORE_040,2007,Jul,15.0,0.046,0.99,7.0,356.0,56.2,0.016,6.24,13.1,12.0,120.0,72.01650907349635,Fair,72.87042132595562,Good,57.06909090909091,Fair,97.70605708,Excellent,90.5132919975,Excellent
AVONMORE_040,2007,Sep,15.0,0.0,0.6,8.5,356.0,52.3,0.005,6.31,15.0,16.0,80.0,75.21246973621224,Fair,93.44716953356004,Excellent,55.81272727272728,Fair,97.7791218,Excellent,91.2560327196,Excellent
AVONMORE_040,2007,Nov,15.0,0.009,0.9,7.9,356.0,57.7,0.009,6.32,11.2,24.0,280.0,64.62259838563457,Moderate,84.35747321051204,Excellent,57.72545454545455,Fair,97.65240067,Excellent,88.0516399104,Good
AVONMORE_040,2008,Jan,15.5,0.026,1.9,9.8,356.0,57.65,0.012,6.32,6.2,15.0,90.0,73.63914567674776,Fair,80.77398863214636,Excellent,57.92545454545454,Fair,97.59416378,Excellent,90.701354800576,Excellent
AVONMORE_040,2008,Feb,9.0,0.032,1.0,18.6,356.0,56.65,0.016,6.37,6.9,11.0,120.0,71.95064610056691,Fair,73.13839868954116,Good,57.789090909090916,Fair,98.05595176,Excellent,90.563602415616,Excellent
AVONMORE_040,2008,Mar,8.0,0.033,1.6,18.6,356.0,57.35,0.006,6.3,5.9,51.0,80.0,74.3461302102155,Fair,91.46007485877999,Excellent,57.92727272727273,Fair,97.93534219,Excellent,90.277177995264,Excellent
AVONMORE_040,2008,Apr,11.0,0.005,1.4,9.1,356.0,56.6,0.003,6.63,6.1,15.0,65.0,75.5131640719759,Fair,97.36991069358065,Excellent,57.18363636363636,Fair,97.99512515,Excellent,91.371540244224,Excellent
AVONMORE_040,2008,May,13.0,0.0,0.7,9.7,356.0,56.4,0.002,6.71,12.3,15.0,50.0,76.649792061564,Fair,99.40640460604097,Excellent,57.376363636363635,Fair,97.8565422,Excellent,91.288671361984,Excellent
AVONMORE_040,2008,Jun,11.0,0.006,1.0,18.6,356.0,55.315,0.007,7.09,13.9,16.0,45.0,77.23927494797556,Fair,90.25173976379982,Excellent,57.74727272727273,Fair,97.91233338,Excellent,91.099217037276,Excellent
AVONMORE_040,2008,Jul,10.0,0.017,1.7,18.6,356.0,56.25,0.005,5.84,12.7,14.0,100.0,73.22483957450905,Fair,93.2958527707039,Excellent,57.541818181818186,Fair,97.97001371,Excellent,90.531061717104,Excellent
AVONMORE_040,2008,Aug,9.0,0.023,1.0,7.33,356.0,57.2,0.011,6.5,14.3,13.0,120.0,71.87050342896808,Fair,82.2416157941141,Excellent,57.01181818181818,Fair,98.16473669,Excellent,90.595081238464,Excellent
AVONMORE_040,2008,Sep,9.0,0.005,1.1,7.8,356.0,56.0,0.008,6.34,15.5,16.0,175.0,69.1050752968985,Fair,87.22770080371667,Excellent,56.559999999999995,Fair,98.17840795000001,Excellent,89.934964568064,Good
AVONMORE_040,2008,Oct,22.0,0.027,1.2,18.6,356.0,57.8,0.011,6.34,10.3,20.0,130.0,71.21525716709047,Fair,82.13084991719192,Excellent,59.378181818181815,Fair,96.98661821,Excellent,89.33107526577601,Good
AVONMORE_040,2009,Jan,6.0,0.016,1.7,18.6,356.0,57.85,0.006,6.46,4.4,14.0,100.0,72.97467444112358,Fair,91.55353665157843,Excellent,57.98545454545455,Fair,98.25231948,Excellent,90.7868324976,Excellent
AVONMORE_040,2009,Mar,12.0,0.01,1.0,18.6,356.0,59.015,0.005,6.47,7.4,12.0,90.0,73.42042082435285,Fair,93.68264357528467,Excellent,58.95818181818183,Fair,97.7983515,Excellent,90.4772829079,Excellent
AVONMORE_040,2009,May,14.0,0.0,0.7,18.6,356.0,56.71,0.004,6.6,10.7,12.0,25.0,78.55583881189486,Fair,96.16311334012227,Excellent,58.34909090909091,Fair,97.6924622,Excellent,91.309814840256,Excellent
AVONMORE_040,2009,Jul,10.0,0.001,0.8,18.6,356.0,55.7,0.008,6.17,13.8,12.0,100.0,73.31167111297765,Fair,88.15719183565308,Excellent,57.46181818181819,Fair,98.01937923,Excellent,90.635567661504,Excellent
AVONMORE_040,2009,Sep,8.0,0.004,0.8,18.6,356.0,57.8,0.008,6.27,11.0,10.0,100.0,72.98243763320826,Fair,88.2647449124707,Excellent,58.08,Fair,98.14808532,Excellent,90.630450415216,Excellent
AVONMORE_040,2010,Mar,13.0,0.017,1.9,18.6,356.0,58.65,0.005,6.42,1.8,14.0,35.0,77.36845834507284,Fair,94.11327351741582,Excellent,58.89818181818182,Fair,97.69019011,Excellent,91.224162540784,Excellent
AVONMORE_040,2010,May,15.0,0.003,1.4,18.6,356.0,56.35,0.003,6.89,8.5,15.0,30.0,78.22199404776694,Fair,97.72383514448423,Excellent,58.41454545454545,Fair,97.58442989,Excellent,91.17327783959999,Excellent
AVONMORE_040,2010,Jul,10.0,0.046,1.1,18.6,356.0,54.35,0.003,6.4,15.0,9.0,150.0,70.59261082636921,Fair,95.55048701847787,Excellent,57.054545454545455,Fair,98.00851898,Excellent,90.120444633024,Excellent
AVONMORE_040,2010,Sep,12.0,0.0,1.1,18.6,356.0,56.75,0.005,5.98,14.2,7.0,110.0,72.5303260530538,Fair,93.52999821166155,Excellent,57.95636363636363,Fair,97.8640564,Excellent,90.3684118896,Excellent
AVONMORE_040,2010,Dec,16.0,0.027,1.6,18.6,356.0,58.5,0.001,6.58,6.8,11.0,110.0,72.26771794069715,Fair,100.20567752581364,Unsuitable,59.17454545454546,Fair,97.47003941,Excellent,90.057506338416,Excellent
AVONMORE_040,2011,Jan,11.0,0.021,1.6,18.6,356.0,57.5,0.007,6.06,2.4,14.0,75.0,74.65889637065851,Fair,90.00895184362213,Excellent,58.16727272727273,Fair,97.87159883,Excellent,91.009669401456,Excellent
